seed,pool_drop,lstm_drop
0,-0.0006666666666667043,0.32533333333333336
42,-0.000888888888888828,0.38177777777777777
123,0.00022222222222212373,0.3535555555555555
256,0.00022222222222223476,0.3064444444444444
789,0.0004444444444443585,0.16066666666666674
