seed,pool_orig,pool_ablated,pool_drop,lstm_orig,lstm_ablated,lstm_drop
42,0.914,0.9106666666666666,0.0033333333333334103,0.902,0.9017777777777778,0.00022222222222223476
123,0.9275555555555556,0.9031111111111111,0.02444444444444449,0.8991111111111111,0.8986666666666666,0.0004444444444444695
789,0.9177777777777778,0.9133333333333333,0.004444444444444473,0.8962222222222223,0.8964444444444445,-0.00022222222222223476
