seed,pool_acc,pool_time,pool_epoch,lstm_acc,lstm_time,lstm_epoch
42,0.937121212121212,16.254585027694702,33,0.9143939393939394,104.04418087005617,46
123,0.9348484848484848,16.08344841003418,32,0.6727272727272727,31.004477739334103,8
789,0.9401515151515152,19.56997299194336,38,0.5416666666666666,26.41233992576599,6
