seed,lstm_mse,lstm_mae,lstm_corr,lstm_improve,pool_mse,pool_mae,pool_corr,pool_improve
42,0.11533215641975403,0.26699623465538025,0.6443616925829118,14.351793704480983,0.099831722676754,0.24442395567893982,0.8735169025831989,25.862758105933054
123,0.11770910024642944,0.2643797695636749,0.7715007258820399,12.58662272754183,0.09117620438337326,0.23834551870822906,0.841138277066033,32.290537134775846
789,0.11349794268608093,0.26423972845077515,0.6195208349163621,15.713921328974095,0.09564533084630966,0.24618270993232727,0.835319842061805,28.971665129424366
