seed,lstm_mse,lstm_mae,lstm_corr,lstm_improve,pool_mse,pool_mae,pool_corr,pool_improve
42,0.11533215641975403,0.26699623465538025,0.6443616925829118,14.351793704480983,0.10517747700214386,0.2621521055698395,0.7088045698085341,21.892882890908176
123,0.13942661881446838,0.2947078049182892,0.4347314847572296,-3.5412861600056216,0.11271262913942337,0.2659567594528198,0.7602322244454471,16.29711251119734
789,0.11349794268608093,0.26423972845077515,0.6195208349163621,15.713921328974095,0.1264081597328186,0.28372064232826233,0.5994610739341221,6.126509047228842
